pathway	pval	padj	ES	NES	nMoreExtreme	size
TABULA_MURIS_SENIS_HEART_AND_AORTA_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING	0.00205761316872428	0.00428265524625268	0.239413383999747	4.52787495160388	0	268
TABULA_MURIS_SENIS_HEART_AND_AORTA_LEUKOCYTE_AGEING	0.00209643605870021	0.00428265524625268	0.322747890307239	3.83963074309008	0	107
TABULA_MURIS_SENIS_HEART_AND_AORTA_SMOOTH_MUSCLE_CELL_AGEING	0.0408997955010225	0.0618041354237673	0.18884095268116	1.59526648590108	19	51
TABULA_MURIS_SENIS_KIDNEY_T_CELL_AGEING	0.472616632860041	0.544710695499708	0.131455481421273	0.979023862727291	232	41
TABULA_MURIS_SENIS_KIDNEY_BRUSH_CELL_AGEING	0.00202020202020202	0.00428265524625268	0.385546108567691	3.03813654439335	0	44
TABULA_MURIS_SENIS_KIDNEY_EPITHELIAL_CELL_OF_PROXIMAL_TUBULE_AGEING	0.00208768267223382	0.00428265524625268	0.272431828470704	5.76549437393994	0	340
TABULA_MURIS_SENIS_KIDNEY_FENESTRATED_CELL_AGEING	0.0082135523613963	0.0148280060329632	0.199431289137718	1.92168668945495	3	67
TABULA_MURIS_SENIS_KIDNEY_FIBROBLAST_AGEING	0.00204918032786885	0.00428265524625268	0.53626667919564	3.64156762405366	0	34
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_COLLECTING_DUCT_EPITHELIAL_CELL_AGEING	0.254132231404959	0.322006057183923	0.245489820718907	1.20730155590717	122	17
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_COLLECTING_DUCT_PRINCIPAL_CELL_AGEING	0.217118997912317	0.282116404930654	0.0578135986669107	1.2235133454208	103	340
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_CORTEX_ARTERY_CELL_AGEING	0.12890625	0.180115582191781	-0.240915572857574	-1.37379723045849	65	23
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_DISTAL_CONVOLUTED_TUBULE_EPITHELIAL_CELL_AGEING	0.00210970464135021	0.00428265524625268	0.231254833339887	2.61571932415116	0	98
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_LOOP_OF_HENLE_THICK_ASCENDING_LIMB_EPITHELIAL_CELL_AGEING	0.0121212121212121	0.0209553158705701	0.118360139698646	1.84464958714249	5	182
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_MESANGIAL_CELL_AGEING	0.146718146718147	0.201911734797641	-0.271605459604277	-1.34017180753468	75	17
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_PROXIMAL_CONVOLUTED_TUBULE_EPITHELIAL_CELL_AGEING	0.00198019801980198	0.00428265524625268	0.194719982801247	2.80988645944691	0	150
TABULA_MURIS_SENIS_KIDNEY_MACROPHAGE_AGEING	0.00203252032520325	0.00428265524625268	0.221061439158499	2.50532163119438	0	94
TABULA_MURIS_SENIS_KIDNEY_PODOCYTE_AGEING	0.00395256916996047	0.00763701707097933	0.143363007959782	2.09286787921915	1	154
TABULA_MURIS_SENIS_LARGE_INTESTINE_BRUSH_CELL_OF_EPITHELIUM_PROPER_OF_LARGE_INTESTINE_AGEING	0.547131147540984	0.620081967213115	0.174139777045326	0.905632092149769	266	19
TABULA_MURIS_SENIS_LARGE_INTESTINE_ENTEROCYTE_OF_EPITHELIUM_OF_LARGE_INTESTINE_AGEING	0.00192678227360308	0.00428265524625268	0.265745006934229	9.54887757127251	0	1076
TABULA_MURIS_SENIS_LARGE_INTESTINE_INTESTINAL_CRYPT_STEM_CELL_AGEING	0.00208333333333333	0.00428265524625268	0.312361225747201	6.61731249114709	0	338
TABULA_MURIS_SENIS_LARGE_INTESTINE_LARGE_INTESTINE_GOBLET_CELL_AGEING	0.00201612903225806	0.00428265524625268	0.300975295318673	9.09483376180845	0	731
TABULA_MURIS_SENIS_LARGE_INTESTINE_SECRETORY_CELL_AGEING	0.00199600798403194	0.00428265524625268	0.239750232399977	7.01669975141109	0	673
TABULA_MURIS_SENIS_LIMB_MUSCLE_B_CELL_AGEING	0.0890688259109312	0.126180836707152	0.0876452444467245	1.44554623777256	43	202
TABULA_MURIS_SENIS_LIMB_MUSCLE_SCHWANN_CELL_AGEING	0.732142857142857	0.773871206513693	-0.199266581632653	-0.762364283505436	368	10
