pathway	pval	padj	ES	NES	nMoreExtreme	size
MIR_453	0.763705103969754	0.823922152217682	-0.15567567060325	-0.774557035783727	403	17
MIR_23A_5P	0.686315789473684	0.7584669365722	0.141653365256717	0.8308052446169	325	24
MIR_677_3P	0.155818540433925	0.238359506395818	-0.141499311589042	-1.29663995270839	78	59
MIR_509_5P	0.0670611439842209	0.120055464412042	-0.190567545963229	-1.51843840971702	33	44
MIR_6374	0.0298804780876494	0.0603207777788145	-0.17702523594766	-1.66876420224647	14	63
MIR_2136	0.119373776908023	0.193287085698269	-0.263124304578758	-1.37972020666338	60	19
MIR_6927_3P	0.902912621359223	0.934346554155643	0.0803158741742922	0.65966665736077	464	47
MIR_6945_3P	0.997971602434077	0.998011928429423	-0.0468230249480249	-0.48139155160029	491	74
MIR_1982_5P	0.494186046511628	0.590829919685192	0.0910835984577568	0.96499914847184	254	78
MIR_9_5P	0.0180360721442886	0.0404872244488978	-0.0839226634522873	-1.83285368876801	8	351
MIR_6715_3P	0.00209643605870021	0.00680433203877364	-0.17738054944435	-2.27205123774727	0	114
MIR_7674_3P	0.0081799591002045	0.0213024916748528	-0.238879370332902	-1.81732386464708	3	41
MIR_214_5P	0.0139165009940358	0.0330468976772971	-0.233924019150656	-1.86779802509493	6	45
MIR_6980_5P	0.511022044088176	0.604668499662331	-0.113646833013436	-0.949989142642481	254	50
MIR_6380	0.258130081300813	0.35744277924707	-0.144387591941158	-1.15995828846196	126	46
